1280,2
1290,9
1293,16
1294,15
1297,10
1298,11
1304,21
1306,20
1307,22
1308,23
1309,29
1310,30
1315,35
1316,42
1318,36
1320,40
1323,49
1325,45
1329,51
1331,55
1336,65
1337,66
1338,59
1339,62
1340,63
1341,60
1342,58
1345,64
1347,76
1349,71
1353,72
1357,73
1359,79
1363,84
1369,82
1370,83
1372,92
1373,91
1374,87
1375,89
1380,98
1381,95
1382,96
1384,105
1385,106
1391,103
1392,104
1393,111
1399,116
1401,112
1405,113
1408,114
1410,126
1411,120
1413,125
1414,124
1415,134
1417,127
1418,128
1421,138
1428,143
1430,142
1439,148
1440,151
1441,157
1442,155
1443,156
1446,159
1447,160
1448,158
1454,170
1455,177
1457,172
1458,173
1462,171
1463,178
1464,182
1465,183
1467,174
1468,176
1469,181
1470,179
1472,184
1473,185
1480,188
1481,186
1483,189
1484,193
1485,199
1487,201
1488,203
1491,202
1492,205
1493,207
1497,204
1498,212
1499,210
1501,213
1506,223
1508,221
1509,222
1510,228
1511,219
1512,226
1513,224
1514,220
1517,232
1518,233
1521,241
1525,235
1526,239
1529,242
1530,240
1534,248
1535,249
1539,247
1540,251
1541,250
1542,256
1544,252
1547,254
1548,259
1549,263
1550,264
1552,260
1553,261
1554,268
1555,269
1556,271
1557,270
1559,274
1560,275
1562,272
1563,281
1565,282
1566,279
1567,283
1568,286
1570,285
1573,288
1574,291
1575,296
1576,297
1577,294
1581,300
1582,301
1584,303
1585,308
1586,309
1587,302
1588,312
1589,313
1590,311
1592,317
1593,325
1594,326
1596,322
1597,323
1601,330
1605,332
1606,333
1607,335
1609,336
1610,334
1611,338
1614,346
1615,344
1617,347
1618,353
1619,352
1620,343
1623,358
1625,360
1627,364
1628,356
1629,357
1630,362
1634,371
1635,365
1637,367
1639,369
1640,370
1642,373
1644,375
1646,378
1647,376
1648,377
1652,379
1654,380
1655,381
1657,382
1658,383
1659,385
1661,388
1664,390
1666,391
1667,392
1668,387
1669,396
1670,395
1672,399
1675,398
1676,404
1677,403
1679,407
1680,406
1681,408
1683,412
1684,410
1686,414
1688,421
1692,422
1694,417
1696,427
1700,423
1703,428
1706,429
1707,430
1710,431
1711,432
1712,433
1715,437
1716,435
1717,438
1718,445
1719,440
1720,441
1721,444
1724,450
1728,454
1729,451
1731,453
1732,449
1734,459
1735,461
1740,465
1741,466
1742,467
1743,464
1744,469
1745,470
1750,474
1751,479
1756,483
1757,488
1758,491
1761,490
1764,497
1765,498
1766,501
1767,492
1770,502
1771,495
1773,499
1774,504
1778,507
1779,508
1784,506
1787,511
1789,513
1790,509
1792,515
1800,528
1801,538
1802,530
1803,535
1805,531
1808,529
1813,542
1814,544
1815,494
1816,546
1817,545
1823,550
1824,554
1825,553
1828,559
1836,555
1837,564
1839,566
1840,565
1841,568
1842,569
1844,570
1848,571
1850,578
1852,576
1855,580
1856,583
1859,584
1860,585
1862,587
1863,588
1864,589
1866,591
1867,586
1870,597
1871,596
1872,594
1873,598
1875,604
1876,607
1877,600
1878,605
1879,606
1880,601
1882,613
1883,608
1885,616
1887,621
1890,620
1891,622
1892,629
1893,630
1894,631
1898,624
1903,628
1904,639
1905,640
1906,641
1907,636
1909,634
1912,627
1916,647
1917,645
1918,646
1921,649
1923,643
1925,655
1926,653
1927,654
1930,650
1931,651
1932,652
1935,657
1937,668
1939,658
1940,662
1941,663
1942,668
1945,665
1947,667
1948,664
1949,671
1952,677
1954,678
1955,680
1962,683
1964,686
1966,676
1967,689
1971,687
1975,692
1978,700
1979,695
1980,701
1982,708
1983,717
1984,713
1985,711
1987,723
1990,726
1991,730
1993,724
1994,734
1996,725
1997,737
1998,740
2000,741
2003,750
2005,749
2006,755
2007,756
2008,744
2009,743
2011,746
2012,753
2014,757
2023,763
2025,758
2026,770
2028,769
2029,779
2030,781
2031,782
2035,772
2036,778
2039,783
2040,784
2041,787
2043,786
2046,794
2047,795
2050,788
2051,789
2052,806
2053,807
2055,799
2056,805
2060,796
2061,797
2062,801
2063,802
2064,810
2066,812
2067,803
2068,804
2069,817
2070,818
2075,816
2077,821
2078,824
2080,829
2083,827
2084,828
2085,825
2086,830
2089,833
2091,837
2092,836
2093,843
2096,849
2097,847
2099,845
2100,850
2101,852
2102,850
2105,856
2106,854
2107,855
2112,863
2113,862
2116,867
2118,861
2120,859
2123,865
2125,878
2126,871
2128,866
2129,875
2130,880
2136,892
2137,888
2138,887
2139,887
2140,886
2141,889
2142,901
